candidate_id,skill_name,assessment_score
CAND_0094251,BentoML,54.6
CAND_0094252,TTS,72.2
CAND_0094257,Fine-tuning LLMs,42.3
CAND_0094257,TensorFlow,70.9
CAND_0094259,Speech Recognition,62.7
CAND_0094260,TTS,74.3
CAND_0094261,Weights & Biases,27.8
CAND_0094265,TTS,55.8
CAND_0094267,Time Series,29.7
CAND_0094267,NLP,44.6
CAND_0094272,Sentence Transformers,47.7
CAND_0094273,CNN,44.0
CAND_0094274,Image Classification,35.5
CAND_0094276,Speech Recognition,25.4
CAND_0094279,MLOps,59.0
CAND_0094283,Weights & Biases,32.8
CAND_0094292,Diffusion Models,52.7
CAND_0094292,Image Classification,85.6
CAND_0094292,CNN,66.2
CAND_0094292,PyTorch,74.0
CAND_0094292,NLP,85.0
CAND_0094295,GANs,64.8
CAND_0094310,YOLO,60.6
CAND_0094310,QLoRA,70.4
CAND_0094311,YOLO,60.1
CAND_0094313,Learning to Rank,65.9
CAND_0094314,Computer Vision,62.1
CAND_0094314,Time Series,74.1
CAND_0094317,LLMs,54.5
CAND_0094321,Feature Engineering,65.7
CAND_0094325,Weights & Biases,49.5
CAND_0094328,Fine-tuning LLMs,64.3
CAND_0094333,Forecasting,69.5
CAND_0094344,Kubeflow,27.5
CAND_0094344,GANs,74.5
CAND_0094353,Forecasting,51.2
CAND_0094359,LoRA,70.6
CAND_0094359,CNN,55.0
CAND_0094359,PEFT,48.2
CAND_0094364,OpenCV,75.9
CAND_0094364,Image Classification,70.0
CAND_0094364,Statistical Modeling,39.1
CAND_0094369,Learning to Rank,54.0
CAND_0094369,Feature Engineering,33.7
CAND_0094371,Forecasting,26.1
CAND_0094374,MLflow,65.2
CAND_0094375,FAISS,52.1
CAND_0094379,BentoML,59.0
CAND_0094379,Statistical Modeling,45.6
CAND_0094390,PyTorch,45.4
CAND_0094399,TTS,70.9
CAND_0094400,QLoRA,81.7
CAND_0094400,Time Series,78.0
CAND_0094400,TTS,72.5
CAND_0094400,PEFT,87.4
CAND_0094402,GANs,31.9
CAND_0094402,scikit-learn,72.8
CAND_0094403,Diffusion Models,46.0
CAND_0094405,CNN,77.0
CAND_0094414,Object Detection,64.7
CAND_0094419,LangChain,68.1
CAND_0094423,YOLO,42.4
CAND_0094423,FAISS,79.5
CAND_0094426,Reinforcement Learning,45.6
CAND_0094428,OpenCV,54.3
CAND_0094431,TTS,59.4
CAND_0094433,Time Series,48.6
CAND_0094435,Fine-tuning LLMs,65.5
CAND_0094439,GANs,62.8
CAND_0094442,Time Series,38.5
CAND_0094443,Computer Vision,29.9
CAND_0094445,MLflow,63.5
CAND_0094445,Fine-tuning LLMs,52.8
CAND_0094445,YOLO,50.2
CAND_0094445,Weights & Biases,50.5
CAND_0094445,BentoML,54.6
CAND_0094446,Data Science,56.5
CAND_0094448,TTS,45.6
CAND_0094452,Object Detection,29.4
CAND_0094456,Time Series,71.4
CAND_0094459,Speech Recognition,29.1
CAND_0094460,Statistical Modeling,24.1
CAND_0094463,Learning to Rank,56.9
CAND_0094463,QLoRA,59.3
CAND_0094465,Feature Engineering,24.7
CAND_0094472,Feature Engineering,54.8
CAND_0094472,TTS,68.1
CAND_0094473,Computer Vision,43.4
CAND_0094478,TTS,51.9
CAND_0094482,BentoML,72.6
CAND_0094482,Data Science,58.6
CAND_0094485,Object Detection,28.9
CAND_0094489,MLflow,40.8
CAND_0094495,OpenCV,74.1
CAND_0094506,Forecasting,32.9
CAND_0094506,Weights & Biases,54.3
CAND_0094507,Haystack,45.3
CAND_0094512,Speech Recognition,38.8
CAND_0094515,CNN,67.5
CAND_0094516,Diffusion Models,66.1
CAND_0094521,Statistical Modeling,69.1
CAND_0094525,MLOps,57.1
CAND_0094529,Reinforcement Learning,58.6
CAND_0094529,Semantic Search,61.9
CAND_0094538,Fine-tuning LLMs,42.0
CAND_0094540,Kubeflow,49.5
CAND_0094540,FAISS,36.4
CAND_0094541,Computer Vision,38.6
CAND_0094543,Feature Engineering,76.0
CAND_0094549,LangChain,48.7
CAND_0094549,Statistical Modeling,41.6
CAND_0094549,GANs,62.8
CAND_0094559,Learning to Rank,61.7
CAND_0094560,Statistical Modeling,68.4
CAND_0094562,CNN,53.0
CAND_0094564,OpenSearch,67.3
CAND_0094564,OpenCV,79.3
CAND_0094564,RAG,36.5
CAND_0094565,Computer Vision,55.5
CAND_0094572,BM25,47.2
CAND_0094572,Reinforcement Learning,61.4
CAND_0094575,Kubeflow,68.9
CAND_0094577,MLOps,48.5
CAND_0094581,CNN,57.4
CAND_0094585,Weights & Biases,26.3
CAND_0094589,Diffusion Models,39.9
CAND_0094589,MLflow,50.5
CAND_0094594,Kubeflow,29.1
CAND_0094594,Diffusion Models,68.1
CAND_0094594,TTS,71.4
CAND_0094595,scikit-learn,34.7
CAND_0094595,BentoML,28.1
CAND_0094602,QLoRA,56.1
CAND_0094602,Python,58.8
CAND_0094606,Kubeflow,71.2
CAND_0094608,Elasticsearch,57.6
CAND_0094609,MLOps,44.8
CAND_0094610,PEFT,60.7
CAND_0094618,Object Detection,63.9
CAND_0094625,Diffusion Models,24.3
CAND_0094630,Reinforcement Learning,62.3
CAND_0094650,Statistical Modeling,32.3
CAND_0094655,Statistical Modeling,67.9
CAND_0094655,GANs,41.0
CAND_0094658,YOLO,32.4
CAND_0094674,Forecasting,51.9
CAND_0094679,BentoML,31.1
CAND_0094684,Computer Vision,71.0
CAND_0094685,Weaviate,40.8
CAND_0094685,MLflow,82.0
CAND_0094685,MLOps,69.1
CAND_0094685,Diffusion Models,41.6
CAND_0094689,Time Series,22.4
CAND_0094693,Object Detection,68.5
CAND_0094697,CNN,45.2
CAND_0094704,BentoML,63.5
CAND_0094704,OpenCV,69.5
CAND_0094704,CNN,71.1
CAND_0094708,Data Science,38.9
CAND_0094711,LoRA,39.8
CAND_0094714,Statistical Modeling,34.9
CAND_0094715,Fine-tuning LLMs,48.4
CAND_0094715,Feature Engineering,27.4
CAND_0094718,ASR,36.0
CAND_0094719,BentoML,38.4
CAND_0094722,OpenCV,53.8
CAND_0094728,BM25,69.5
CAND_0094728,Statistical Modeling,84.4
CAND_0094728,RAG,84.9
CAND_0094728,MLflow,79.8
CAND_0094732,MLflow,25.6
CAND_0094736,ASR,35.1
CAND_0094745,Sentence Transformers,26.8
CAND_0094745,Data Science,46.8
CAND_0094745,ASR,58.0
CAND_0094745,Diffusion Models,59.4
CAND_0094746,MLflow,40.3
CAND_0094751,Time Series,75.1
CAND_0094752,TTS,63.7
CAND_0094756,TTS,20.3
CAND_0094759,Prompt Engineering,80.9
CAND_0094759,scikit-learn,65.9
CAND_0094759,Hugging Face Transformers,80.5
CAND_0094759,Learning to Rank,63.3
CAND_0094762,Prompt Engineering,79.8
CAND_0094762,BM25,69.3
CAND_0094762,Statistical Modeling,70.1
CAND_0094766,Computer Vision,39.7
CAND_0094766,Data Science,44.5
CAND_0094775,TTS,28.1
CAND_0094784,PyTorch,67.0
CAND_0094786,Python,28.7
CAND_0094791,Image Classification,38.2
CAND_0094799,Fine-tuning LLMs,63.4
CAND_0094799,Statistical Modeling,64.2
CAND_0094799,Feature Engineering,68.3
CAND_0094799,MLOps,57.7
CAND_0094803,OpenSearch,59.0
CAND_0094803,Image Classification,62.3
CAND_0094803,Data Science,40.7
CAND_0094813,Weights & Biases,53.0
CAND_0094813,LoRA,27.4
CAND_0094814,Forecasting,67.8
CAND_0094821,OpenCV,51.6
CAND_0094821,Speech Recognition,61.2
CAND_0094830,BentoML,70.1
CAND_0094831,Time Series,46.6
CAND_0094832,Object Detection,41.2
CAND_0094832,CNN,51.8
CAND_0094832,Reinforcement Learning,56.0
CAND_0094832,Pinecone,65.8
CAND_0094833,YOLO,48.8
CAND_0094835,Data Science,43.3
CAND_0094835,Kubeflow,41.4
CAND_0094835,BentoML,46.7
CAND_0094840,Weights & Biases,51.3
CAND_0094840,BentoML,41.0
CAND_0094840,scikit-learn,56.6
CAND_0094846,GANs,64.3
CAND_0094847,Kubeflow,22.6
CAND_0094849,MLflow,49.5
CAND_0094858,Diffusion Models,39.1
CAND_0094861,Diffusion Models,60.1
CAND_0094868,Feature Engineering,39.7
CAND_0094884,Prompt Engineering,60.2
CAND_0094891,Milvus,45.4
CAND_0094891,MLOps,61.9
CAND_0094891,LLMs,55.9
CAND_0094893,RAG,67.2
CAND_0094893,MLOps,48.2
CAND_0094893,PyTorch,75.1
CAND_0094894,Elasticsearch,73.9
CAND_0094905,MLflow,40.2
CAND_0094905,Qdrant,71.2
CAND_0094907,Object Detection,56.1
CAND_0094909,Feature Engineering,49.0
CAND_0094912,Kubeflow,66.4
CAND_0094912,Weights & Biases,59.9
CAND_0094912,QLoRA,52.0
CAND_0094914,Time Series,62.5
CAND_0094916,Weights & Biases,51.3
CAND_0094916,Image Classification,70.9
CAND_0094916,Speech Recognition,45.1
CAND_0094916,Sentence Transformers,47.8
CAND_0094925,Object Detection,47.6
CAND_0094925,Speech Recognition,31.5
CAND_0094926,Kubeflow,62.0
CAND_0094931,GANs,71.0
CAND_0094932,ASR,26.6
CAND_0094933,PEFT,52.1
CAND_0094953,CNN,40.2
CAND_0094957,PyTorch,59.3
CAND_0094957,pgvector,71.9
CAND_0094966,OpenCV,23.3
CAND_0094968,Computer Vision,69.4
CAND_0094973,PEFT,30.6
CAND_0094974,Time Series,77.1
CAND_0094974,Diffusion Models,78.8
CAND_0094975,CNN,34.6
CAND_0094976,pgvector,27.5
CAND_0094976,ASR,58.1
CAND_0094985,Feature Engineering,56.1
CAND_0094986,Data Science,43.4
CAND_0094990,Learning to Rank,70.2
CAND_0094990,Kubeflow,48.0
CAND_0094995,Data Science,61.4
CAND_0094996,MLOps,73.5
CAND_0094996,Embeddings,65.3
CAND_0094997,LangChain,54.9
CAND_0094997,Semantic Search,54.3
CAND_0094998,Milvus,67.4
CAND_0094998,ASR,36.0
CAND_0095002,Reinforcement Learning,34.4
CAND_0095005,Reinforcement Learning,39.7
CAND_0095011,Statistical Modeling,42.8
CAND_0095012,Feature Engineering,50.6
CAND_0095018,Kubeflow,72.6
CAND_0095020,Image Classification,62.6
CAND_0095023,Forecasting,47.4
CAND_0095030,Reinforcement Learning,35.3
CAND_0095031,Time Series,81.2
CAND_0095033,MLflow,81.2
CAND_0095034,Computer Vision,67.8
CAND_0095039,Weights & Biases,73.5
CAND_0095042,PEFT,65.8
CAND_0095042,Prompt Engineering,43.9
CAND_0095042,LLMs,85.3
CAND_0095050,Feature Engineering,62.6
CAND_0095052,MLflow,40.3
CAND_0095054,Reinforcement Learning,73.2
CAND_0095057,BentoML,43.0
CAND_0095057,PyTorch,75.3
CAND_0095060,pgvector,79.7
CAND_0095060,Time Series,83.0
CAND_0095060,Weights & Biases,41.6
CAND_0095060,Image Classification,50.8
CAND_0095061,Prompt Engineering,51.5
CAND_0095062,Image Classification,35.3
CAND_0095069,RAG,50.4
CAND_0095072,FAISS,73.2
CAND_0095075,Forecasting,61.4
CAND_0095077,Learning to Rank,34.8
CAND_0095079,Forecasting,33.9
CAND_0095079,YOLO,43.1
CAND_0095090,YOLO,44.8
CAND_0095093,Statistical Modeling,29.1
CAND_0095097,GANs,42.6
CAND_0095099,Statistical Modeling,27.7
CAND_0095103,Feature Engineering,64.1
CAND_0095104,Speech Recognition,53.8
CAND_0095105,Object Detection,42.3
CAND_0095111,Kubeflow,29.5
CAND_0095112,OpenCV,27.2
CAND_0095113,Prompt Engineering,55.6
CAND_0095114,Time Series,59.3
CAND_0095115,MLflow,21.3
CAND_0095132,MLflow,23.1
CAND_0095136,Hugging Face Transformers,58.9
CAND_0095136,Time Series,75.0
CAND_0095140,Information Retrieval,47.8
CAND_0095140,QLoRA,60.4
CAND_0095140,Milvus,51.1
CAND_0095140,CNN,56.3
CAND_0095141,GANs,67.3
CAND_0095145,Kubeflow,50.4
CAND_0095148,Kubeflow,46.5
CAND_0095150,BM25,31.6
CAND_0095150,Python,34.0
CAND_0095150,Weights & Biases,43.6
CAND_0095154,Reinforcement Learning,22.4
CAND_0095159,Semantic Search,49.2
CAND_0095180,GANs,51.9
CAND_0095184,Fine-tuning LLMs,71.2
CAND_0095185,CNN,46.0
CAND_0095188,Speech Recognition,53.7
CAND_0095206,FAISS,35.0
CAND_0095207,Recommendation Systems,83.2
CAND_0095207,MLflow,75.1
CAND_0095207,Feature Engineering,69.1
CAND_0095207,Image Classification,64.9
CAND_0095207,Weaviate,81.5
CAND_0095208,Reinforcement Learning,24.7
CAND_0095212,GANs,34.9
CAND_0095213,Python,54.2
CAND_0095213,Diffusion Models,40.3
CAND_0095213,Pinecone,46.7
CAND_0095213,LlamaIndex,86.9
CAND_0095215,MLflow,79.2
CAND_0095215,Recommendation Systems,61.5
CAND_0095220,Python,56.6
CAND_0095222,Speech Recognition,53.3
CAND_0095224,OpenCV,29.8
CAND_0095230,Prompt Engineering,69.5
CAND_0095230,OpenCV,61.4
CAND_0095232,Object Detection,28.2
CAND_0095232,Computer Vision,63.3
CAND_0095241,Statistical Modeling,71.0
CAND_0095241,Hugging Face Transformers,73.2
CAND_0095247,Milvus,50.5
CAND_0095247,TTS,41.2
CAND_0095247,PyTorch,81.8
CAND_0095247,Object Detection,38.1
CAND_0095261,Reinforcement Learning,74.1
CAND_0095265,Reinforcement Learning,26.9
CAND_0095265,Kubeflow,56.5
CAND_0095265,Sentence Transformers,40.7
CAND_0095270,scikit-learn,44.6
CAND_0095275,Data Science,68.9
CAND_0095278,Time Series,40.4
CAND_0095278,BentoML,47.9
CAND_0095286,MLOps,45.5
CAND_0095286,Machine Learning,51.8
CAND_0095292,Computer Vision,39.6
CAND_0095294,RAG,40.4
CAND_0095296,Reinforcement Learning,74.0
CAND_0095304,Learning to Rank,52.3
CAND_0095304,CNN,36.1
CAND_0095308,OpenCV,29.6
CAND_0095309,Pinecone,35.7
CAND_0095318,Weights & Biases,46.2
CAND_0095319,Prompt Engineering,40.9
CAND_0095320,Computer Vision,24.9
CAND_0095322,Feature Engineering,60.0
CAND_0095322,Forecasting,56.4
CAND_0095330,Reinforcement Learning,35.6
CAND_0095331,GANs,49.3
CAND_0095335,Vector Search,38.7
CAND_0095337,scikit-learn,44.1
CAND_0095340,YOLO,26.1
CAND_0095342,MLOps,30.5
CAND_0095351,YOLO,70.3
CAND_0095351,Forecasting,57.3
CAND_0095351,OpenCV,47.6
CAND_0095354,BentoML,49.5
CAND_0095356,CNN,23.4
CAND_0095361,Speech Recognition,60.3
CAND_0095361,GANs,49.7
CAND_0095363,Kubeflow,48.2
CAND_0095366,YOLO,50.9
CAND_0095367,YOLO,38.0
CAND_0095370,Time Series,68.6
CAND_0095371,scikit-learn,26.8
CAND_0095373,Weights & Biases,65.3
CAND_0095373,Statistical Modeling,61.5
CAND_0095373,Recommendation Systems,40.6
CAND_0095373,BM25,69.4
CAND_0095375,Feature Engineering,73.9
CAND_0095381,LoRA,33.6
CAND_0095381,Elasticsearch,31.9
CAND_0095381,ASR,25.7
CAND_0095388,YOLO,77.1
CAND_0095388,Time Series,40.4
CAND_0095388,OpenCV,64.6
CAND_0095388,BentoML,43.3
CAND_0095395,Object Detection,36.5
CAND_0095400,MLOps,63.0
CAND_0095402,Elasticsearch,39.9
CAND_0095404,YOLO,47.0
CAND_0095414,GANs,30.8
CAND_0095414,Sentence Transformers,75.1
CAND_0095422,MLOps,42.9
CAND_0095440,Forecasting,30.3
CAND_0095441,Speech Recognition,48.2
CAND_0095446,PEFT,28.0
CAND_0095447,Computer Vision,55.9
CAND_0095447,Data Science,73.4
CAND_0095457,NLP,54.9
CAND_0095457,RAG,43.2
CAND_0095459,Fine-tuning LLMs,26.5
CAND_0095463,Image Classification,55.0
CAND_0095465,OpenCV,75.6
CAND_0095465,RAG,57.1
CAND_0095465,Diffusion Models,36.0
CAND_0095465,Vector Search,52.6
CAND_0095465,Reinforcement Learning,58.8
CAND_0095467,Diffusion Models,68.0
CAND_0095472,Forecasting,69.4
CAND_0095477,TensorFlow,75.6
CAND_0095481,Kubeflow,58.6
CAND_0095484,Diffusion Models,60.2
CAND_0095488,MLOps,78.7
CAND_0095488,Forecasting,55.1
CAND_0095491,Image Classification,43.6
CAND_0095493,Reinforcement Learning,63.3
CAND_0095496,TTS,34.0
CAND_0095496,Computer Vision,51.1
CAND_0095501,Feature Engineering,42.1
CAND_0095507,Object Detection,66.9
CAND_0095507,Image Classification,66.7
CAND_0095518,Feature Engineering,54.5
CAND_0095520,Time Series,27.8
CAND_0095522,Feature Engineering,54.7
CAND_0095527,GANs,66.7
CAND_0095528,OpenSearch,53.5
CAND_0095528,PyTorch,53.9
CAND_0095528,Semantic Search,86.7
CAND_0095528,Vector Search,62.8
CAND_0095528,pgvector,86.8
CAND_0095531,OpenCV,38.9
CAND_0095538,Computer Vision,81.4
CAND_0095538,Object Detection,80.9
CAND_0095538,TTS,61.7
CAND_0095538,NLP,58.5
CAND_0095548,Weights & Biases,67.9
CAND_0095554,Weights & Biases,69.6
CAND_0095556,Forecasting,70.1
CAND_0095561,CNN,45.7
CAND_0095575,Semantic Search,68.4
CAND_0095575,Data Science,72.8
CAND_0095578,OpenCV,48.7
CAND_0095578,ASR,27.6
CAND_0095583,Kubeflow,23.1
CAND_0095584,Diffusion Models,31.5
CAND_0095585,MLOps,29.0
CAND_0095595,scikit-learn,74.3
CAND_0095600,Statistical Modeling,32.6
CAND_0095602,Data Science,40.1
CAND_0095607,Data Science,40.5
CAND_0095609,MLflow,76.3
CAND_0095610,Python,38.9
CAND_0095615,Computer Vision,77.3
CAND_0095616,PyTorch,36.3
CAND_0095619,Feature Engineering,50.5
CAND_0095619,Pinecone,77.3
CAND_0095619,MLflow,89.9
CAND_0095619,Learning to Rank,55.6
CAND_0095619,scikit-learn,59.6
CAND_0095622,TTS,40.0
CAND_0095622,Reinforcement Learning,71.8
CAND_0095622,Prompt Engineering,48.2
CAND_0095622,PyTorch,66.8
CAND_0095628,Object Detection,51.8
CAND_0095628,Prompt Engineering,54.1
CAND_0095630,Reinforcement Learning,60.3
CAND_0095630,TTS,61.7
CAND_0095636,YOLO,31.2
CAND_0095642,Weaviate,60.3
CAND_0095642,Statistical Modeling,78.2
CAND_0095642,Qdrant,79.4
CAND_0095646,BentoML,68.1
CAND_0095650,PEFT,53.4
CAND_0095650,Vector Search,62.1
CAND_0095650,Computer Vision,45.2
CAND_0095657,OpenCV,24.4
CAND_0095660,Weights & Biases,40.1
CAND_0095663,Recommendation Systems,73.7
CAND_0095663,Computer Vision,40.5
CAND_0095663,Semantic Search,69.1
CAND_0095667,Statistical Modeling,46.5
CAND_0095668,Time Series,57.0
CAND_0095668,Computer Vision,26.3
CAND_0095671,Weights & Biases,69.5
CAND_0095674,Kubeflow,38.9
CAND_0095675,Forecasting,72.7
CAND_0095675,Image Classification,49.4
CAND_0095675,OpenCV,40.5
CAND_0095675,Vector Search,62.5
CAND_0095687,TTS,44.9
CAND_0095698,Reinforcement Learning,64.9
CAND_0095708,Data Science,20.1
CAND_0095711,GANs,56.4
CAND_0095719,OpenSearch,46.7
CAND_0095720,MLOps,67.9
CAND_0095725,Forecasting,33.9
CAND_0095727,Weights & Biases,26.8
CAND_0095730,Haystack,70.7
CAND_0095731,ASR,69.5
CAND_0095736,Computer Vision,40.4
CAND_0095739,Kubeflow,55.2
CAND_0095741,MLOps,75.0
CAND_0095741,Forecasting,75.4
CAND_0095743,Kubeflow,42.7
CAND_0095746,pgvector,37.4
CAND_0095752,Weaviate,74.8
CAND_0095755,CNN,36.5
CAND_0095756,Reinforcement Learning,81.4
CAND_0095756,YOLO,62.8
CAND_0095756,RAG,66.1
CAND_0095758,Reinforcement Learning,36.8
CAND_0095759,GANs,76.5
CAND_0095759,OpenSearch,62.7
CAND_0095761,PEFT,29.5
CAND_0095761,Diffusion Models,46.7
CAND_0095767,CNN,54.0
CAND_0095767,TensorFlow,49.9
CAND_0095767,GANs,76.6
CAND_0095767,Information Retrieval,36.0
CAND_0095772,Vector Search,51.8
CAND_0095776,OpenCV,34.4
CAND_0095779,Kubeflow,60.8
CAND_0095782,YOLO,77.2
CAND_0095782,Speech Recognition,57.2
CAND_0095782,CNN,53.0
CAND_0095786,MLflow,39.4
CAND_0095788,Vector Search,36.1
CAND_0095789,Semantic Search,66.3
CAND_0095798,Image Classification,25.3
CAND_0095803,CNN,60.0
CAND_0095805,Object Detection,39.5
CAND_0095805,BentoML,26.1
CAND_0095808,Embeddings,48.5
CAND_0095809,BM25,67.1
CAND_0095811,Image Classification,32.2
CAND_0095819,Kubeflow,67.6
CAND_0095823,Weights & Biases,54.3
CAND_0095827,BentoML,53.2
CAND_0095831,Weaviate,71.2
CAND_0095831,Time Series,66.8
CAND_0095833,Semantic Search,37.2
CAND_0095836,CNN,39.4
CAND_0095841,Fine-tuning LLMs,34.1
CAND_0095843,Statistical Modeling,25.1
CAND_0095847,PEFT,41.0
CAND_0095851,Diffusion Models,50.2
CAND_0095852,BentoML,42.9
CAND_0095858,scikit-learn,71.9
CAND_0095858,Python,74.9
CAND_0095858,MLOps,44.5
CAND_0095858,Computer Vision,73.4
CAND_0095858,Reinforcement Learning,63.0
CAND_0095860,Reinforcement Learning,63.2
CAND_0095860,Information Retrieval,79.5
CAND_0095860,TensorFlow,53.9
CAND_0095864,Object Detection,62.6
CAND_0095865,CNN,60.9
CAND_0095866,GANs,61.6
CAND_0095866,Speech Recognition,46.0
CAND_0095866,YOLO,37.8
CAND_0095866,ASR,37.6
CAND_0095866,Reinforcement Learning,38.8
CAND_0095869,Statistical Modeling,25.9
CAND_0095872,Diffusion Models,74.6
CAND_0095872,scikit-learn,59.4
CAND_0095872,Object Detection,30.8
CAND_0095873,Kubeflow,56.2
CAND_0095874,YOLO,42.4
CAND_0095882,Object Detection,55.4
CAND_0095882,OpenCV,42.1
CAND_0095884,Forecasting,58.4
CAND_0095884,YOLO,44.5
CAND_0095886,Forecasting,21.5
CAND_0095891,GANs,47.0
CAND_0095894,Diffusion Models,78.4
CAND_0095894,MLOps,70.5
CAND_0095896,YOLO,48.5
CAND_0095900,Weights & Biases,41.1
CAND_0095903,Computer Vision,39.5
CAND_0095904,Hugging Face Transformers,25.7
CAND_0095911,BM25,57.9
CAND_0095918,OpenCV,54.9
CAND_0095922,Prompt Engineering,51.2
CAND_0095922,MLOps,49.8
CAND_0095922,Weights & Biases,73.7
CAND_0095922,BM25,39.8
CAND_0095925,Speech Recognition,44.6
CAND_0095925,Reinforcement Learning,35.6
CAND_0095928,OpenCV,71.4
CAND_0095929,Sentence Transformers,25.2
CAND_0095933,ASR,43.5
CAND_0095937,Image Classification,46.1
CAND_0095938,BentoML,66.0
CAND_0095946,GANs,58.8
CAND_0095950,Feature Engineering,37.2
CAND_0095952,Computer Vision,29.4
CAND_0095955,CNN,73.4
CAND_0095955,GANs,35.5
CAND_0095955,MLOps,72.9
CAND_0095955,Kubeflow,35.5
CAND_0095956,Reinforcement Learning,63.0
CAND_0095960,Computer Vision,72.3
CAND_0095967,Statistical Modeling,49.9
CAND_0095967,Forecasting,68.1
CAND_0095968,Speech Recognition,68.9
CAND_0095972,Kubeflow,38.9
CAND_0095973,Computer Vision,51.9
CAND_0095976,Image Classification,45.5
CAND_0095978,FAISS,55.5
CAND_0095979,Forecasting,43.3
CAND_0095981,Computer Vision,47.2
CAND_0095989,Kubeflow,30.7
CAND_0095992,Image Classification,53.5
CAND_0095992,Kubeflow,44.4
CAND_0096001,Computer Vision,34.3
CAND_0096003,Weights & Biases,66.8
CAND_0096006,Vector Search,56.7
CAND_0096013,MLflow,31.1
CAND_0096029,LLMs,77.8
CAND_0096031,Computer Vision,45.6
CAND_0096031,Sentence Transformers,71.0
CAND_0096031,Data Science,61.3
CAND_0096039,Data Science,32.0
CAND_0096044,Reinforcement Learning,43.2
CAND_0096044,Object Detection,57.4
CAND_0096044,GANs,45.6
CAND_0096044,Image Classification,47.1
CAND_0096046,Python,25.7
CAND_0096051,Milvus,68.1
CAND_0096051,pgvector,77.8
CAND_0096055,scikit-learn,49.0
CAND_0096056,Time Series,32.6
CAND_0096057,MLOps,34.6
CAND_0096063,Machine Learning,47.4
CAND_0096064,Feature Engineering,43.9
CAND_0096070,ASR,56.8
CAND_0096079,Learning to Rank,34.4
CAND_0096084,ASR,37.3
CAND_0096086,Learning to Rank,75.4
CAND_0096091,CNN,43.8
CAND_0096097,Kubeflow,53.4
CAND_0096105,GANs,53.9
CAND_0096107,CNN,69.0
CAND_0096107,Speech Recognition,56.2
CAND_0096108,Fine-tuning LLMs,68.4
CAND_0096121,Reinforcement Learning,45.4
CAND_0096122,Computer Vision,68.9
CAND_0096123,NLP,44.5
CAND_0096128,Hugging Face Transformers,59.6
CAND_0096128,BentoML,43.7
CAND_0096128,CNN,32.3
CAND_0096131,TensorFlow,50.8
CAND_0096132,MLflow,68.1
CAND_0096132,Kubeflow,38.4
CAND_0096132,scikit-learn,55.9
CAND_0096132,Qdrant,65.6
CAND_0096141,Forecasting,59.8
CAND_0096141,Object Detection,52.8
CAND_0096142,LoRA,91.8
CAND_0096142,Weaviate,85.7
CAND_0096142,Pinecone,82.0
CAND_0096143,Weaviate,68.9
CAND_0096143,BentoML,61.0
CAND_0096148,Sentence Transformers,56.8
CAND_0096148,BentoML,62.5
CAND_0096148,PyTorch,52.9
CAND_0096154,Time Series,74.2
CAND_0096155,GANs,26.5
CAND_0096168,CNN,74.1
CAND_0096168,Weights & Biases,28.8
CAND_0096177,Hugging Face Transformers,35.5
CAND_0096179,Speech Recognition,43.8
CAND_0096180,MLOps,70.0
CAND_0096180,Sentence Transformers,59.9
CAND_0096180,Pinecone,29.7
CAND_0096181,YOLO,53.2
CAND_0096181,LLMs,38.7
CAND_0096181,BM25,68.1
CAND_0096187,TTS,68.6
CAND_0096195,TTS,66.1
CAND_0096195,Learning to Rank,42.0
CAND_0096197,BentoML,63.7
CAND_0096200,Deep Learning,72.9
CAND_0096200,TTS,50.5
CAND_0096200,Weights & Biases,49.7
CAND_0096200,Milvus,48.7
CAND_0096207,Image Classification,58.0
CAND_0096211,TTS,68.6
CAND_0096216,TTS,47.1
CAND_0096221,CNN,63.3
CAND_0096229,Embeddings,59.2
CAND_0096235,Reinforcement Learning,51.7
CAND_0096236,Reinforcement Learning,72.6
CAND_0096241,Image Classification,34.2
CAND_0096243,Speech Recognition,56.7
CAND_0096246,YOLO,74.1
CAND_0096249,Statistical Modeling,47.6
CAND_0096262,Diffusion Models,43.6
CAND_0096262,ASR,45.3
CAND_0096262,Statistical Modeling,53.4
CAND_0096263,ASR,32.2
CAND_0096264,Python,66.9
CAND_0096264,Haystack,60.8
CAND_0096265,Data Science,30.9
CAND_0096275,Image Classification,48.6
CAND_0096276,Computer Vision,37.7
CAND_0096277,Diffusion Models,44.9
CAND_0096283,TTS,78.9
CAND_0096283,MLflow,53.8
CAND_0096283,Speech Recognition,80.5
CAND_0096283,Object Detection,38.9
CAND_0096292,Speech Recognition,64.9
CAND_0096293,Weaviate,55.5
CAND_0096295,CNN,24.3
CAND_0096297,YOLO,44.0
CAND_0096300,Reinforcement Learning,69.1
CAND_0096300,Feature Engineering,34.7
CAND_0096300,Weights & Biases,75.7
CAND_0096306,BM25,67.0
CAND_0096311,LoRA,68.9
CAND_0096314,ASR,47.4
CAND_0096314,Haystack,57.4
CAND_0096314,CNN,56.1
CAND_0096314,Data Science,36.9
CAND_0096333,YOLO,52.4
CAND_0096351,Vector Search,57.9
CAND_0096351,MLOps,26.5
CAND_0096354,Weights & Biases,32.9
CAND_0096357,Object Detection,65.2
CAND_0096371,Reinforcement Learning,63.2
CAND_0096372,Kubeflow,35.5
CAND_0096377,Object Detection,73.9
CAND_0096379,MLflow,37.8
CAND_0096386,BentoML,28.1
CAND_0096392,Kubeflow,41.9
